VBG trimming
0, 0.926077
1, 0.945601
2, 0.964788
3, 0.983161
4, 1.001279
5, 1.046757
6, 1.036229
7, 1.053385
8, 1.070352
9, 1.087252
10, 1.103740
11, 1.120195
12, 1.136721
13, 1.152963
14, 1.169358
15, 1.185370
16, 1.201202
17, 1.201176
18, 1.201217
19, 1.201185
20, 1.201575
21, 1.201381
22, 1.201186
23, 1.201283
24, 1.201233
25, 1.201074
26, 1.201259
27, 1.201345
28, 1.201286
29, 1.201155
30, 1.201309
31, 1.201120
