Test started at 2026-07-29 06:35:07.374309

Running at a PLC of 1
DMM2 at voltage range of 0.1V from here -
diff1, diff2, diff3, r11, r12, r21, r22, r31, r32
-1.5284241999999976e-07 , 1.6574858999999982e-07 , -3.0340606e-05 , 2.79341446e-06 , 2.94625688e-06 , -3.36952771e-06 , -3.5352763e-06 , -1.01907379e-05 , 2.01498681e-05
6.309944400000001e-07 , 3.5692582e-07 , 0.0001433651535 , 3.08293771e-06 , 2.45194327e-06 , -3.12032691e-06 , -3.47725273e-06 , 7.52724958e-05 , -6.80926577e-05
1.4291459000000013e-07 , 2.0735911000000003e-07 , -0.00012576296990000002 , 2.99935923e-06 , 2.85644464e-06 , -3.29000538e-06 , -3.49736449e-06 , -8.31471569e-05 , 4.2615813e-05
4.636065999999999e-07 , -2.1406303000000014e-07 , 7.411445800000004e-06 , 3.2406286e-06 , 2.777022e-06 , -3.2784469e-06 , -3.06438387e-06 , 4.28474207e-05 , 3.54359749e-05
-2.2903274000000002e-07 , 1.0125227000000007e-07 , -7.087194985e-05 , 2.94625688e-06 , 3.17528962e-06 , -3.37600046e-06 , -3.47725273e-06 , -2.77929215e-06 , 6.80926577e-05
4.629139600000001e-07 , 2.0342920000000304e-08 , 2.54768448e-06 , 3.39531805e-06 , 2.93240409e-06 , -3.37207058e-06 , -3.3924135e-06 , 7.41144574e-06 , 4.86376126e-06
-1.6323200000000002e-07 , 2.9497236999999965e-07 , 7.550410339999999e-05 , 3.15474132e-06 , 3.31797332e-06 , -3.36189912e-06 , -3.65687149e-06 , 3.52043672e-05 , -4.02997362e-05
1.2005749000000008e-07 , -1.7984993000000002e-07 , -2.03814757e-05 , 3.02983536e-06 , 2.90977787e-06 , -3.46453841e-06 , -3.28468848e-06 , -0.000106076317 , -8.56948413e-05
-1.7062015999999997e-07 , 5.9410580000000066e-08 , -5.095369000000001e-06 , 3.25979162e-06 , 3.43041178e-06 , -3.35958742e-06 , -3.418998e-06 , 3.77520517e-05 , 4.28474207e-05
1.9901837000000006e-07 , 2.5197479999999952e-08 , 1.0422345499999998e-05 , 3.26510185e-06 , 3.06608348e-06 , -3.18736609e-06 , -3.21256357e-06 , -3.26566828e-05 , -4.30790283e-05
2.084844400000001e-07 , 1.1257958000000003e-07 , 2.3160767879e-05 , 2.89961916e-06 , 2.69113472e-06 , -3.32167561e-06 , -3.43425519e-06 , 2.29291602e-05 , -2.31607679e-07
-7.360447399999999e-07 , 1.4055110000000004e-07 , -0.00012344689342 , 2.69459792e-06 , 3.43064266e-06 , -3.59098816e-06 , -3.73153926e-06 , -0.00011580384 , 7.64305342e-06
3.4401089999999974e-08 , 3.0653084999999983e-07 , 9.079021025999999e-05 , 3.29280743e-06 , 3.25840634e-06 , -3.27313e-06 , -3.57966085e-06 , 4.86376126e-06 , -8.5926449e-05
-5.030870400000003e-07 , -1.6181870000000037e-07 , 0.0001009809482 , 2.88299582e-06 , 3.38608286e-06 , -3.59977261e-06 , -3.43795391e-06 , 7.82833956e-05 , -2.26975526e-05
-1.1012966000000003e-07 , 2.2215396000000003e-07 , -4.8637612599999996e-06 , 3.14227381e-06 , 3.25240347e-06 , -3.34016918e-06 , -3.56232314e-06 , -2.54768447e-06 , 2.31607679e-06
-3.7148557000000013e-07 , 1.428628000000001e-07 , 8.80109181e-05 , 3.04507342e-06 , 3.41655899e-06 , -3.36837186e-06 , -3.51123466e-06 , 1.76021836e-05 , -7.04087345e-05
-2.567383200000001e-07 , 2.1498770000000118e-08 , -5.30381586e-05 , 3.07901275e-06 , 3.33575107e-06 , -3.37600046e-06 , -3.39749923e-06 , -3.0340606e-05 , 2.26975526e-05
-3.137656200000001e-07 , 4.6696254e-07 , -0.000169073606 , 2.81604068e-06 , 3.1298063e-06 , -3.20516614e-06 , -3.67212868e-06 , -6.0681212e-05 , 0.000108392394
1.5030273999999984e-07 , 3.060685099999998e-07 , 9.31062871e-05 , 3.03722351e-06 , 2.88692077e-06 , -3.60023495e-06 , -3.90630346e-06 , 5.02588664e-05 , -4.28474207e-05
3.4170210000000174e-08 , 1.9741881999999967e-07 , -1.5286106839999998e-05 , 3.09425082e-06 , 3.06008061e-06 , -3.32514315e-06 , -3.52256197e-06 , -5.09536894e-06 , 1.01907379e-05
-6.464634000000016e-08 , -5.7098890000000263e-08 , -5.5585842500000005e-05 , 2.80957605e-06 , 2.87422239e-06 , -3.58359074e-06 , -3.52649185e-06 , 4.51634975e-05 , 0.00010074934
3.7171644999999993e-07 , 4.997886099999998e-07 , 6.0681212009999994e-05 , 3.09933017e-06 , 2.72761372e-06 , -3.36213029e-06 , -3.8619189e-06 , -2.31607679e-06 , -6.29972888e-05
3.008363599999999e-07 , -9.870940000000022e-08 , -0.000110476863 , 3.20784367e-06 , 2.90700731e-06 , -3.20493497e-06 , -3.10622557e-06 , -7.80517879e-05 , 3.24250751e-05
-1.380661100000001e-07 , 5.941057999999964e-08 , -2.5476845000000003e-06 , 3.23439484e-06 , 3.37246095e-06 , -3.58359074e-06 , -3.64300132e-06 , 1.76021836e-05 , 2.01498681e-05
-1.708510400000002e-07 , 2.172993999999991e-08 , -3.01089983e-05 , 2.68697888e-06 , 2.85782992e-06 , -3.42269671e-06 , -3.44442665e-06 , 0.0 , 3.01089983e-05
-6.949480999999995e-08 , 4.0778313000000015e-07 , 6.2765681e-05 , 3.17528962e-06 , 3.24478443e-06 , -3.34409906e-06 , -3.75188219e-06 , 3.52043672e-05 , -2.75613138e-05
-5.7627593e-07 , -2.124448399999999e-07 , 5.32697666e-06 , 2.95526119e-06 , 3.53153712e-06 , -3.63282986e-06 , -3.42038502e-06 , -7.41144574e-06 , -1.27384224e-05
1.8608910000000006e-07 , 5.4556019999999995e-08 , 3.2656682769999996e-05 , 3.10186985e-06 , 2.91578075e-06 , -3.61387395e-06 , -3.66842997e-06 , 3.01089983e-05 , -2.54768447e-06
5.146310299999998e-07 , 1.5442127999999985e-07 , 0.0001512398145 , 3.63150806e-06 , 3.11687703e-06 , -3.51146583e-06 , -3.66588711e-06 , 5.79019198e-05 , -9.33378947e-05
4.7538147000000005e-07 , 2.921983500000005e-07 , -1.78337913e-05 , 3.87554799e-06 , 3.40016652e-06 , -3.62288956e-06 , -3.91508791e-06 , 1.2275207e-05 , 3.01089983e-05
-3.109950700000002e-07 , -6.518982000000003e-07 , 4.81743973e-05 , 3.22331261e-06 , 3.53430768e-06 , -3.95184387e-06 , -3.29994567e-06 , -1.99182604e-05 , -6.80926577e-05
1.9463165999999987e-07 , 4.1564289000000025e-07 , -4.28474207e-05 , 3.38746814e-06 , 3.19283648e-06 , -3.46939297e-06 , -3.88503586e-06 , 1.76021836e-05 , 6.04496043e-05
-5.384116499999999e-07 , -4.3043774000000025e-07 , -2.7792921499999998e-05 , 2.99197107e-06 , 3.53038272e-06 , -3.81892136e-06 , -3.38848362e-06 , -4.02997362e-05 , -1.25068147e-05
5.079355000000011e-08 , -7.073789000000003e-08 , -0.00019895099650000001 , 3.49759779e-06 , 3.44680424e-06 , -3.73801201e-06 , -3.66727412e-06 , -0.000103297025 , 9.56539715e-05
-1.6069233000000034e-07 , -6.31092899999999e-08 , 6.786105e-05 , 3.08917146e-06 , 3.24986379e-06 , -3.59214401e-06 , -3.52903472e-06 , 4.77111819e-05 , -2.01498681e-05
-1.03549581e-06 , -2.4712026999999977e-07 , -1.273842236e-05 , 3.08270683e-06 , 4.11820264e-06 , -3.46708127e-06 , -3.219961e-06 , -7.64305342e-06 , 5.09536894e-06
6.5500594e-07 , -2.1914876e-07 , 1.505449919e-05 , 3.86169521e-06 , 3.20668927e-06 , -3.52279314e-06 , -3.30364438e-06 , 2.50136294e-05 , 9.95913021e-06
-3.924957000000001e-08 , -1.6829144999999984e-07 , -8.314715680000001e-05 , 3.24455355e-06 , 3.28380312e-06 , -3.85683317e-06 , -3.68854172e-06 , -1.76021836e-05 , 6.55449732e-05
-2.641264699999998e-07 , 1.569641400000003e-07 , 3.5435974900000004e-05 , 3.06146589e-06 , 3.32559236e-06 , -3.28723134e-06 , -3.44419548e-06 , -2.01498681e-05 , -5.5585843e-05
-4.148909699999997e-07 , -3.0629968000000004e-07 , 1.48228915e-05 , 2.8956942e-06 , 3.31058517e-06 , -3.79742259e-06 , -3.49112291e-06 , -1.78337913e-05 , -3.26566828e-05
7.0764652e-07 , -4.4315207000000025e-07 , 1.06539533e-05 , 3.37107567e-06 , 2.66342915e-06 , -3.6681988e-06 , -3.22504673e-06 , 4.05313439e-05 , 2.98773906e-05
8.981223000000008e-08 , -5.571186999999981e-08 , 0.000123446893 , 3.2371654e-06 , 3.14735317e-06 , -3.736625e-06 , -3.68091313e-06 , 7.55041034e-05 , -4.79427896e-05
8.588727999999991e-08 , -3.1392827999999975e-07 , 7.11035578e-05 , 3.24478443e-06 , 3.15889715e-06 , -3.60370249e-06 , -3.28977421e-06 , 0.000106307925 , 3.52043672e-05
1.6415552000000006e-07 , 2.3024488999999993e-07 , 2.8024529150000003e-05 , 3.20668927e-06 , 3.04253375e-06 , -3.32398731e-06 , -3.5542322e-06 , 2.5245237e-05 , -2.77929215e-06
-7.365065000000016e-08 , 2.9358529999999796e-08 , -7.29564189e-05 , 2.92339978e-06 , 2.99705043e-06 , -3.64277015e-06 , -3.67212868e-06 , -3.77520517e-05 , 3.52043672e-05
-7.612106300000002e-07 , -4.068585000000001e-08 , 4.7711181959999996e-05 , 3.01829137e-06 , 3.779502e-06 , -3.76344067e-06 , -3.72275482e-06 , -5.09536894e-06 , -5.28065509e-05
1.212118800000001e-07 , -3.1878285000000007e-07 , -0.0001158038396 , 3.44449544e-06 , 3.32328356e-06 , -3.7632095e-06 , -3.44442665e-06 , -3.77520517e-05 , 7.80517879e-05
3.4262558999999977e-07 , 6.592956299999998e-07 , 7.4114457999999975e-06 , 3.6744517e-06 , 3.33182611e-06 , -3.37854332e-06 , -4.03783895e-06 , 4.51634975e-05 , 3.77520517e-05
-1.5422769e-07 , 1.8354864000000028e-07 , 2.3160768000000037e-06 , 3.19930112e-06 , 3.35352881e-06 , -3.42916946e-06 , -3.6127181e-06 , 3.7520444e-05 , 3.52043672e-05
-7.226537999999991e-08 , -5.316900000000081e-09 , -0.0001435967611 , 3.18013809e-06 , 3.25240347e-06 , -3.74702763e-06 , -3.74171073e-06 , -6.57765809e-05 , 7.78201802e-05
-4.841549000000003e-07 , -7.628589999999884e-09 , 8.82425258e-05 , 2.86798863e-06 , 3.35214353e-06 , -3.42778244e-06 , -3.42015385e-06 , 4.53951051e-05 , -4.28474207e-05
3.1261122000000023e-07 , -3.735700299999996e-07 , -1.48228915e-05 , 3.20068639e-06 , 2.88807517e-06 , -3.92294767e-06 , -3.54937764e-06 , -3.77520517e-05 , -2.29291602e-05
1.2721476e-07 , 2.2284746e-07 , 3.26566827e-05 , 3.33159523e-06 , 3.20438047e-06 , -3.60624536e-06 , -3.82909282e-06 , -2.26975526e-05 , -5.53542353e-05
-2.1633435000000025e-07 , -1.0125227000000007e-07 , 8.059947242e-05 , 3.15243252e-06 , 3.36876687e-06 , -3.38617192e-06 , -3.28491965e-06 , 7.2956419e-05 , -7.64305342e-06
-1.759303899999998e-07 , 5.825473000000025e-08 , 9.33378948e-05 , 3.09794489e-06 , 3.27387528e-06 , -3.41391227e-06 , -3.472167e-06 , 4.2615813e-05 , -5.07220818e-05
-2.031742000000013e-08 , 4.607209599999999e-07 , -9.356950220000001e-05 , 3.27756936e-06 , 3.29788678e-06 , -3.23290649e-06 , -3.69362745e-06 , 2.75613138e-05 , 0.000121130816
2.2256810999999993e-07 , -9.87093999999998e-08 , -2.26975526e-05 , 3.30412054e-06 , 3.08155243e-06 , -3.80227715e-06 , -3.70356775e-06 , 2.24659449e-05 , 4.51634975e-05
6.718602000000008e-08 , -1.9626296999999985e-07 , 1.7833791300000002e-05 , 3.16374563e-06 , 3.09655961e-06 , -3.85313446e-06 , -3.65687149e-06 , -4.53951051e-05 , -6.32288964e-05
-3.135347400000003e-07 , 8.507040299999998e-07 , 0.000128542262 , 3.16005155e-06 , 3.47358629e-06 , -2.79229729e-06 , -3.64300132e-06 , 7.57357111e-05 , -5.28065509e-05
2.1610347000000002e-07 , -4.357546399999999e-07 , -2.547684472e-05 , 3.32674675e-06 , 3.11064328e-06 , -3.77476797e-06 , -3.33901333e-06 , -7.64305342e-06 , 1.78337913e-05
-7.619029999999934e-09 , -7.087659199999999e-07 , -0.0001889918663 , 3.24593883e-06 , 3.25355786e-06 , -3.83787727e-06 , -3.12911135e-06 , -9.58855792e-05 , 9.31062871e-05
9.927830000000053e-09 , -2.646891700000001e-07 , -5.303815854e-05 , 3.16882498e-06 , 3.15889715e-06 , -3.55192051e-06 , -3.28723134e-06 , -5.09536894e-06 , 4.79427896e-05
-9.329851900000001e-07 , -3.1277242999999994e-07 , 3.2888290449999996e-05 , 2.6719717e-06 , 3.60495689e-06 , -3.51146583e-06 , -3.1986934e-06 , 2.77929215e-06 , -3.01089983e-05
-2.6689702999999996e-07 , 1.909460700000002e-07 , -1.9918260399999992e-05 , 2.91208667e-06 , 3.1789837e-06 , -3.46708127e-06 , -3.65802734e-06 , 4.28474207e-05 , 6.27656811e-05
3.580945400000001e-07 , -1.782317400000002e-07 , -0.0001359537078 , 3.17021026e-06 , 2.81211572e-06 , -3.71004049e-06 , -3.53180875e-06 , -9.07902103e-05 , 4.51634975e-05
7.221919600000001e-07 , 9.940289999999935e-09 , 7.411445699999999e-06 , 3.46111879e-06 , 2.73892683e-06 , -3.65317278e-06 , -3.66311307e-06 , 2.01498681e-05 , 1.27384224e-05
-1.8077886999999983e-07 , -6.680799999999973e-08 , -4.02997362e-05 , 3.11318296e-06 , 3.29396183e-06 , -3.52117495e-06 , -3.45436695e-06 , 1.25068147e-05 , 5.28065509e-05
-4.993929600000001e-07 , 2.1290717000000008e-07 , -9.26430717e-05 , 2.90331324e-06 , 3.4027062e-06 , -3.39356935e-06 , -3.60647652e-06 , -3.7520444e-05 , 5.51226277e-05
3.3893151999999983e-07 , -2.404163500000001e-07 , 6.531336558e-05 , 3.16628531e-06 , 2.82735379e-06 , -3.7479523e-06 , -3.50753595e-06 , 7.2956419e-05 , 7.64305342e-06
-8.496375999999986e-08 , 2.4272800000000355e-08 , 0.0002040463652 , 3.00559298e-06 , 3.09055674e-06 , -3.8163785e-06 , -3.8406513e-06 , 8.29155492e-05 , -0.000121130816
-9.581510999999996e-08 , 4.6696250000000493e-08 , 9.9591302e-06 , 3.1069492e-06 , 3.20276431e-06 , -3.83926429e-06 , -3.88596054e-06 , 3.01089983e-05 , 2.01498681e-05
3.6040333e-07 , -5.571187000000023e-08 , 2.2697552599999996e-05 , 3.45442327e-06 , 3.09401994e-06 , -3.57226343e-06 , -3.51655156e-06 , 6.27656811e-05 , 4.00681285e-05
4.0958073000000005e-07 , 7.621660799999999e-07 , -1.991826042e-05 , 3.02106193e-06 , 2.6114812e-06 , -2.99225897e-06 , -3.75442505e-06 , -1.2275207e-05 , 7.64305342e-06
2.2764745999999995e-07 , -4.5216767999999974e-07 , -9.727522500000003e-06 , 3.33321139e-06 , 3.10556393e-06 , -3.57480629e-06 , -3.12263861e-06 , 4.79427896e-05 , 5.76703121e-05
-8.981224000000033e-08 , 1.722213299999999e-07 , -0.0001056131018 , 3.02337072e-06 , 3.11318296e-06 , -3.70634178e-06 , -3.87856311e-06 , -2.50136294e-05 , 8.05994724e-05
6.817880000000001e-07 , 4.4430791999999964e-07 , -6.0681212000000004e-05 , 3.71393215e-06 , 3.03214415e-06 , -3.27104947e-06 , -3.71535739e-06 , 4.2615813e-05 , 0.000103297025
7.203448999999987e-08 , 1.2714320000000172e-08 , -6.091281964e-05 , 2.94510248e-06 , 2.87306799e-06 , -3.87209037e-06 , -3.88480469e-06 , 7.17983806e-06 , 6.80926577e-05
6.894070199999998e-07 , 4.2165330000000013e-07 , 0.0001535558913 , 3.67352818e-06 , 2.98412116e-06 , -3.25810398e-06 , -3.67975728e-06 , 7.55041034e-05 , -7.80517879e-05
-6.4992659e-07 , 1.1558480000000183e-08 , 3.77520518e-05 , 2.66573794e-06 , 3.31566453e-06 , -3.56070495e-06 , -3.57226343e-06 , 2.26975526e-05 , -1.50544992e-05
2.2141371000000009e-07 , -2.0134870000000014e-07 , 0.0001361853154 , 3.42810298e-06 , 3.20668927e-06 , -3.86839165e-06 , -3.66704295e-06 , 8.82425258e-05 , -4.79427896e-05
7.457416999999979e-08 , 2.6861905000000013e-07 , 1.0190737899999996e-05 , 3.2383198e-06 , 3.16374563e-06 , -3.47817741e-06 , -3.74679646e-06 , 6.04496043e-05 , 5.02588664e-05
-8.704168000000018e-08 , -4.063961100000001e-07 , 6.577658059999999e-05 , 2.96034054e-06 , 3.04738222e-06 , -3.71512622e-06 , -3.30873011e-06 , 0.000116035447 , 5.02588664e-05
3.6779148999999994e-07 , 1.849356600000003e-07 , -7.017712680999999e-05 , 2.90331324e-06 , 2.53552175e-06 , -3.55307635e-06 , -3.73801201e-06 , -6.02179966e-05 , 9.95913021e-06
2.1217852000000028e-07 , -5.825472999999983e-08 , -1.273842236e-05 , 3.64651525e-06 , 3.43433673e-06 , -3.7532692e-06 , -3.69501447e-06 , -5.09536894e-06 , 7.64305342e-06
1.341411500000001e-07 , -1.2275104000000018e-07 , -0.00010584470939999999 , 3.05638653e-06 , 2.92224538e-06 , -3.58474658e-06 , -3.46199554e-06 , -7.31880266e-05 , 3.26566828e-05
-3.121494599999998e-07 , 6.334046000000012e-08 , 3.82152671e-05 , 3.0499219e-06 , 3.36207136e-06 , -3.81013692e-06 , -3.87347738e-06 , -3.24250751e-05 , -7.06403422e-05
-8.103879999999987e-08 , 8.784440000000122e-09 , 5.0953689399999996e-05 , 3.29003687e-06 , 3.37107567e-06 , -3.20886486e-06 , -3.2176493e-06 , 4.30790283e-05 , -7.8746611e-06
3.892633099999999e-07 , 2.3024489999999975e-07 , 6.55449732e-05 , 3.65921364e-06 , 3.26995033e-06 , -3.54429191e-06 , -3.77453681e-06 , 4.53951051e-05 , -2.01498681e-05
1.3275587000000003e-07 , 7.397429999999915e-09 , -6.02179966e-05 , 3.05892621e-06 , 2.92617034e-06 , -3.62427658e-06 , -3.63167401e-06 , 3.77520517e-05 , 9.79700483e-05
-7.180360999999964e-08 , -2.2307864000000005e-07 , 6.76294424e-05 , 3.27641496e-06 , 3.34821857e-06 , -3.44696952e-06 , -3.22389088e-06 , 8.54632337e-05 , 1.78337913e-05
-3.980367400000001e-07 , -5.964174999999986e-08 , 0.00011094007829999999 , 3.18521745e-06 , 3.58325419e-06 , -3.60508951e-06 , -3.54544776e-06 , 3.54359749e-05 , -7.55041034e-05
1.7685392000000008e-07 , 2.1891758000000038e-07 , -6.02179966e-05 , 3.17759842e-06 , 3.0007445e-06 , -3.62658828e-06 , -3.84550586e-06 , 7.8746611e-06 , 6.80926577e-05
-4.996238399999999e-07 , -4.1541172000000003e-07 , -4.56267128e-05 , 2.80703637e-06 , 3.30666021e-06 , -3.39495636e-06 , -2.97954464e-06 , -1.01907379e-05 , 3.54359749e-05
1.3783521999999962e-07 , 2.7509180000000003e-08 , 6.29972888e-05 , 3.0852465e-06 , 2.94741128e-06 , -3.46731244e-06 , -3.49482162e-06 , 2.26975526e-05 , -4.02997362e-05
-5.448762999999988e-08 , 2.3186307999999975e-07 , 2.547684400000002e-06 , 2.99058579e-06 , 3.04507342e-06 , -3.23660521e-06 , -3.46846829e-06 , 2.75613138e-05 , 2.50136294e-05
-1.6046145000000012e-07 , 1.1165490000000001e-07 , -1.52861068e-05 , 2.92224538e-06 , 3.08270683e-06 , -3.6758274e-06 , -3.7874823e-06 , 2.01498681e-05 , 3.54359749e-05
-3.033760299999996e-07 , -3.305724999999988e-08 , 2.3160760000000177e-07 , 2.81627156e-06 , 3.11964759e-06 , -3.56463483e-06 , -3.53157758e-06 , -2.50136294e-05 , -2.5245237e-05
-4.3636277999999984e-07 , 2.6191513e-07 , 0.0001032970249 , 3.03098976e-06 , 3.46735254e-06 , -3.22782076e-06 , -3.48973589e-06 , 2.75613138e-05 , -7.57357111e-05
-2.4288553000000006e-07 , -2.5682940000000016e-07 , 8.29155492e-05 , 2.91093227e-06 , 3.1538178e-06 , -3.6681988e-06 , -3.4113694e-06 , 5.02588664e-05 , -3.26566828e-05
2.9575700000000007e-07 , 2.5289950999999986e-07 , -0.00012831065439999998 , 3.32813203e-06 , 3.03237503e-06 , -3.46962414e-06 , -3.72252365e-06 , -6.29972888e-05 , 6.53133656e-05
1.9163020000000282e-08 , 6.990567900000004e-07 , -2.77929215e-05 , 3.23208604e-06 , 3.21292302e-06 , -3.09351124e-06 , -3.79256803e-06 , -4.53951051e-05 , -1.76021836e-05
-1.5676736999999993e-07 , -3.3172834000000003e-07 , 1.273842237e-05 , 2.73523276e-06 , 2.89200013e-06 , -3.37461344e-06 , -3.0428851e-06 , 2.54768447e-06 , -1.01907379e-05
-8.004601999999998e-07 , -1.6829144999999984e-07 , -7.87466109e-06 , 2.32911522e-06 , 3.12957542e-06 , -3.55307635e-06 , -3.3847849e-06 , -2.77929215e-06 , 5.09536894e-06
6.718602000000008e-08 , -1.571953100000001e-07 , 0.00011811991639999999 , 3.12472695e-06 , 3.05754093e-06 , -3.41021356e-06 , -3.25301825e-06 , 5.02588664e-05 , -6.786105e-05
-2.5789271000000013e-07 , 1.6875370000000016e-08 , 0.0001537874991 , 2.85898432e-06 , 3.11687703e-06 , -3.45413578e-06 , -3.47101115e-06 , 5.04904741e-05 , -0.000103297025
-5.795082999999985e-08 , 6.86573600000002e-08 , 2.24659449e-05 , 3.06539084e-06 , 3.12334167e-06 , -3.55677507e-06 , -3.62543243e-06 , -1.01907379e-05 , -3.26566828e-05
1.21004092e-06 , 5.686771999999962e-08 , -0.00013595370794 , 3.74787147e-06 , 2.53783055e-06 , -3.35311467e-06 , -3.40998239e-06 , -5.09536894e-06 , 0.000130858339
-1.9740220999999977e-07 , -4.554041000000008e-08 , -1.5054499199999997e-05 , 2.70591103e-06 , 2.90331324e-06 , -3.43148116e-06 , -3.38594075e-06 , 2.5245237e-05 , 4.02997362e-05
-1.1982661000000028e-07 , 8.368338e-08 , -4.4931889749999996e-05 , 3.55208542e-06 , 3.67191203e-06 , -3.58983232e-06 , -3.6735157e-06 , -4.77111819e-05 , -2.77929215e-06
2.9598787999999987e-07 , -1.1558499999998138e-09 , -1.2275206979999998e-05 , 2.9185513e-06 , 2.62256342e-06 , -3.60508951e-06 , -3.60393366e-06 , -1.76021836e-05 , -5.32697662e-06
8.900415500000001e-07 , 1.387017999999981e-08 , 0.0001713896823 , 3.55185454e-06 , 2.66181299e-06 , -3.76459651e-06 , -3.77846669e-06 , 0.000183896497 , 1.25068147e-05
-8.1685266e-07 , -5.43248500000002e-08 , -2.038147576e-05 , 2.80726725e-06 , 3.62411991e-06 , -3.59977261e-06 , -3.54544776e-06 , 7.41144574e-06 , 2.77929215e-05
-2.8559827999999997e-07 , -2.1498769999999695e-08 , -3.752044401e-05 , 2.76801769e-06 , 3.05361597e-06 , -3.71766909e-06 , -3.69617032e-06 , -9.95913021e-06 , 2.75613138e-05
7.988440999999985e-08 , -3.280296299999998e-07 , -6.55449733e-05 , 3.17528962e-06 , 3.09540521e-06 , -4.03298439e-06 , -3.70495476e-06 , -1.27384224e-05 , 5.28065509e-05
-5.056266999999989e-08 , -4.977080899999994e-07 , -6.531336549999999e-05 , 2.90215884e-06 , 2.95272151e-06 , -4.00270117e-06 , -3.50499308e-06 , 1.50544992e-05 , 8.03678647e-05
-1.352955600000002e-07 , 2.2400332000000007e-07 , 4.02997362e-05 , 3.26371657e-06 , 3.39901213e-06 , -3.58590243e-06 , -3.80990575e-06 , -1.01907379e-05 , -5.04904741e-05
3.248478599999998e-07 , -7.628600000000132e-09 , 5.303815849999999e-05 , 2.94764216e-06 , 2.6227943e-06 , -3.79372388e-06 , -3.78609528e-06 , 3.52043672e-05 , -1.78337913e-05
6.903305400000002e-07 , 4.771340000000001e-07 , 7.59673188e-05 , 3.41655899e-06 , 2.72622845e-06 , -3.5140087e-06 , -3.9911427e-06 , 2.54768447e-05 , -5.04904741e-05
5.0193264e-07 , 3.0653085999999966e-07 , -0.0001514714221 , 3.15889715e-06 , 2.65696451e-06 , -3.53273343e-06 , -3.83926429e-06 , -0.000100980948 , 5.04904741e-05
-2.3018715000000012e-07 , -1.736083499999995e-07 , -1.227520703e-05 , 3.22192733e-06 , 3.45211448e-06 , -3.94953217e-06 , -3.77592382e-06 , -1.48228915e-05 , -2.54768447e-06
-1.2398243999999983e-07 , 3.8235447000000015e-07 , -0.0001005177328 , 3.15358692e-06 , 3.27756936e-06 , -3.46453841e-06 , -3.84689288e-06 , -5.04904741e-05 , 5.00272587e-05
1.11468758e-06 , 2.7855934000000007e-07 , -5.51226277e-05 , 3.81713541e-06 , 2.70244783e-06 , -3.38085502e-06 , -3.65941436e-06 , -2.01498681e-05 , 3.49727596e-05
-3.0707010999999977e-07 , -4.80832700000001e-08 , -7.828339559999999e-05 , 3.31797332e-06 , 3.62504343e-06 , -3.67467155e-06 , -3.62658828e-06 , -3.0340606e-05 , 4.79427896e-05
3.6525181999999984e-07 , -2.5428659999999993e-08 , 1.2970030000000008e-05 , 3.52391809e-06 , 3.15866627e-06 , -3.94814516e-06 , -3.9227165e-06 , -5.25749432e-05 , -6.55449732e-05
1.821641499999999e-07 , -4.415339000000005e-08 , 4.307902837e-05 , 3.30919989e-06 , 3.12703574e-06 , -3.66057021e-06 , -3.61641682e-06 , 5.28065509e-05 , 9.72752253e-06
1.3414114999999968e-07 , -7.998466999999974e-08 , 0.00012089920829999999 , 3.20438047e-06 , 3.07023932e-06 , -3.48372548e-06 , -3.40374081e-06 , -4.28474207e-05 , -0.000163746629
-7.191905200000002e-07 , 3.8975190000000007e-07 , 5.002725869e-05 , 2.63664709e-06 , 3.35583761e-06 , -3.37091473e-06 , -3.76066663e-06 , 4.77111819e-05 , -2.31607679e-06
4.6545362999999975e-07 , -2.746294599999996e-07 , 2.75613138e-05 , 3.46481286e-06 , 2.99935923e-06 , -3.91393206e-06 , -3.6393026e-06 , 0.0 , -2.75613138e-05
-1.4406897999999973e-07 , 2.5197480000000375e-08 , 0.00018389649730000002 , 3.41794427e-06 , 3.56201325e-06 , -3.60370249e-06 , -3.62889997e-06 , 9.33378947e-05 , -9.05586026e-05
3.2092289e-07 , -4.202662899999999e-07 , 8.059947236e-05 , 3.25471226e-06 , 2.93378937e-06 , -4.04546755e-06 , -3.62520126e-06 , -5.09536894e-06 , -8.56948413e-05
5.056267000000031e-08 , -4.126376900000002e-07 , -9.2874679e-05 , 3.1321151e-06 , 3.08155243e-06 , -3.79996546e-06 , -3.38732777e-06 , 3.0340606e-05 , 0.000123215285
-6.660881699999999e-07 , -6.241578500000001e-07 , -0.0001160354473 , 2.9642655e-06 , 3.63035367e-06 , -3.8163785e-06 , -3.19222065e-06 , -3.54359749e-05 , 8.05994724e-05
-3.754105300000001e-07 , 1.3916408000000001e-07 , 0.00016861039010000002 , 2.69852287e-06 , 3.0739334e-06 , -3.37091473e-06 , -3.51007881e-06 , 0.000123215285 , -4.53951051e-05
1.0874437999999996e-07 , 1.3037964000000032e-07 , 4.238420539999999e-05 , 3.12080199e-06 , 3.01205761e-06 , -3.39726806e-06 , -3.5276477e-06 , -2.29291602e-05 , -6.53133656e-05
-1.380661100000001e-07 , 8.83067800000001e-08 , -8.77793105e-05 , 2.60363128e-06 , 2.74169739e-06 , -3.66218839e-06 , -3.75049517e-06 , -2.24659449e-05 , 6.53133656e-05
