Test started at 2026-07-29 06:35:07.374309

Running at a PLC of 1
DMM2 at voltage range of 0.1V from here -
diff1, diff2, diff3, r11, r12, r21, r22, r31, r32
2.451943300000002e-07 , 2.593722600000002e-07 , 3.7752051699999994e-05 , 3.25101819e-06 , 3.00582386e-06 , -3.31658988e-06 , -3.57596214e-06 , 6.786105e-05 , 3.01089983e-05
-5.194795099999999e-07 , 9.108080999999991e-08 , -7.017712679e-05 , 2.65673363e-06 , 3.17621314e-06 , -3.78355242e-06 , -3.87463323e-06 , -2.31607679e-06 , 6.786105e-05
2.0733005000000007e-07 , -5.6081739e-07 , 2.2929160200000004e-05 , 2.91462635e-06 , 2.7072963e-06 , -3.76690821e-06 , -3.20609082e-06 , -5.28065509e-05 , -7.57357111e-05
3.516299000000002e-07 , -7.991532100000002e-07 , -1.99182604e-05 , 3.25494314e-06 , 2.90331324e-06 , -4.25837472e-06 , -3.45922151e-06 , 0.0 , 1.99182604e-05
5.688877799999999e-07 , -1.2275104000000018e-07 , 0.00020867851869999998 , 3.22562141e-06 , 2.65673363e-06 , -3.69617032e-06 , -3.57341928e-06 , 5.00272587e-05 , -0.00015865126
-7.295801100000002e-07 , -2.5336184999999987e-07 , 6.554497323999999e-05 , 2.36467071e-06 , 3.09425082e-06 , -3.61780383e-06 , -3.36444198e-06 , 6.04496043e-05 , -5.09536894e-06
-6.5477505e-07 , -1.6181869999999995e-07 , 3.7752051699999994e-05 , 2.59993721e-06 , 3.25471226e-06 , -3.47077998e-06 , -3.30896128e-06 , -1.01907379e-05 , -4.79427896e-05
-8.103879999999987e-08 , 1.5049138999999998e-07 , -5.0027258699999994e-05 , 3.10440953e-06 , 3.18544833e-06 , -3.50753595e-06 , -3.65802734e-06 , 1.01907379e-05 , 6.02179966e-05
-2.401149699999999e-07 , 3.178581599999998e-07 , -8.31471566e-05 , 3.20414959e-06 , 3.44426456e-06 , -3.2784469e-06 , -3.59630506e-06 , 2.50136294e-05 , 0.000108160786
2.791336499999999e-07 , -1.088808700000002e-07 , -4.2847420699999995e-05 , 3.48974788e-06 , 3.21061423e-06 , -3.57457512e-06 , -3.46569425e-06 , 2.01498681e-05 , 6.29972888e-05
-8.080792000000007e-08 , 1.3199783000000014e-07 , 2.547684479999999e-06 , 2.88184142e-06 , 2.96264934e-06 , -3.34271204e-06 , -3.47470987e-06 , -7.64305342e-06 , -1.01907379e-05
-2.7682486e-07 , -1.974188200000001e-07 , -3.2656682800000006e-05 , 3.05638653e-06 , 3.33321139e-06 , -3.45829683e-06 , -3.26087801e-06 , -9.54223639e-05 , -6.27656811e-05
3.3385216e-07 , -4.0385324000000027e-07 , -0.000286961914 , 3.5077565e-06 , 3.17390434e-06 , -3.86839165e-06 , -3.46453841e-06 , -0.000163746629 , 0.000123215285
2.2395338000000018e-07 , -2.609904500000004e-07 , -0.0001359537082 , 3.1057948e-06 , 2.88184142e-06 , -4.01657135e-06 , -3.7555809e-06 , -0.000120899209 , 1.50544992e-05
-2.7821013999999966e-07 , 2.9774641000000014e-07 , -0.00012367850070000002 , 2.91716602e-06 , 3.19537616e-06 , -3.18967778e-06 , -3.48742419e-06 , -5.81335275e-05 , 6.55449732e-05
-9.7246563e-07 , -3.1647115e-07 , 7.06403422e-05 , 2.30648901e-06 , 3.27895464e-06 , -3.59491805e-06 , -3.2784469e-06 , 2.01498681e-05 , -5.04904741e-05
-5.310235000000023e-08 , -3.791181000000037e-08 , 0.0001382697845 , 3.09309642e-06 , 3.14619877e-06 , -3.39380052e-06 , -3.35588871e-06 , 7.04087345e-05 , -6.786105e-05
1.5422769e-07 , -1.3916408000000001e-07 , 2.5476845000000003e-06 , 3.28634279e-06 , 3.1321151e-06 , -3.29994567e-06 , -3.16078159e-06 , 1.50544992e-05 , 1.25068147e-05
-2.946026000000002e-07 , -1.9256426000000002e-07 , -1.273842237e-05 , 2.77679112e-06 , 3.07139372e-06 , -3.57226343e-06 , -3.37969917e-06 , -1.01907379e-05 , 2.54768447e-06
4.3613190000000004e-07 , -2.140630199999999e-07 , -1.27384224e-05 , 3.20045551e-06 , 2.76432361e-06 , -3.68992874e-06 , -3.47586572e-06 , -3.28882905e-05 , -2.01498681e-05
-5.776612099999997e-07 , -5.8740189e-07 , -7.55041035e-05 , 2.67820545e-06 , 3.25586666e-06 , -3.75442505e-06 , -3.16702316e-06 , 1.76021836e-05 , 9.31062871e-05
2.747469400000001e-07 , 2.4411507000000016e-07 , -5.5122627599999997e-05 , 2.99959011e-06 , 2.72484317e-06 , -3.75072634e-06 , -3.99484141e-06 , -1.73705759e-05 , 3.77520517e-05
4.2112471999999997e-07 , 3.911389200000001e-07 , 4.794278959999999e-05 , 3.31035429e-06 , 2.88922957e-06 , -3.48996706e-06 , -3.88110598e-06 , -1.50544992e-05 , -6.29972888e-05
-2.1887403000000017e-07 , -2.8503208000000014e-07 , -0.0001287738697 , 2.99427987e-06 , 3.2131539e-06 , -3.78100955e-06 , -3.49597747e-06 , -6.57765809e-05 , 6.29972888e-05
6.813262299999998e-07 , -9.894058000000026e-08 , -1.4822891400000002e-05 , 3.32305268e-06 , 2.64172645e-06 , -3.36444198e-06 , -3.2655014e-06 , 2.26975526e-05 , 3.7520444e-05
-2.7959542000000016e-07 , 2.5937225999999975e-07 , 2.987739064e-05 , 3.0852465e-06 , 3.36484192e-06 , -3.41275642e-06 , -3.67212868e-06 , 7.41144574e-06 , -2.24659449e-05
5.169398299999999e-07 , -3.673284600000002e-07 , 8.33787646e-05 , 3.26602537e-06 , 2.74908554e-06 , -3.91023335e-06 , -3.54290489e-06 , 5.04904741e-05 , -3.28882905e-05
5.047031999999998e-07 , -2.288579000000015e-08 , 0.0001433651532 , 3.1309607e-06 , 2.6262575e-06 , -3.53550747e-06 , -3.51262168e-06 , 3.52043672e-05 , -0.000108160786
2.465796e-07 , -9.501068999999996e-08 , -7.06403422e-05 , 3.12957542e-06 , 2.88299582e-06 , -3.43818507e-06 , -3.34317438e-06 , -1.50544992e-05 , 5.5585843e-05
5.917448699999997e-07 , 1.581199900000001e-07 , -3.7520443999999994e-05 , 3.72639965e-06 , 3.13465478e-06 , -3.5329646e-06 , -3.69108459e-06 , 3.0340606e-05 , 6.786105e-05
5.307926100000002e-07 , 1.6228103999999996e-07 , -4.7479574299999996e-05 , 3.20160991e-06 , 2.6708173e-06 , -3.30988596e-06 , -3.472167e-06 , -2.73297062e-05 , 2.01498681e-05
1.8193326999999967e-07 , -1.8354864000000028e-07 , 8.54632336e-05 , 2.95387591e-06 , 2.77194264e-06 , -3.31127298e-06 , -3.12772434e-06 , 3.01089983e-05 , -5.53542353e-05
-4.324378300000001e-07 , 1.4424980999999988e-07 , -9.03269949e-05 , 2.86660335e-06 , 3.29904118e-06 , -2.95296014e-06 , -3.09720995e-06 , -4.77111819e-05 , 4.2615813e-05
2.844438800000001e-07 , 1.0911203999999999e-07 , 0.0001259945779 , 3.05361597e-06 , 2.76917209e-06 , -3.5618608e-06 , -3.67097284e-06 , 2.24659449e-05 , -0.000103528633
2.1240940000000008e-07 , -4.609521300000001e-07 , -3.5204367200000004e-05 , 3.1321151e-06 , 2.9197057e-06 , -3.77476797e-06 , -3.31381584e-06 , -8.80109181e-05 , -5.28065509e-05
1.9694044999999974e-07 , 2.193799299999998e-07 , -3.26566827e-05 , 2.86521807e-06 , 2.66827762e-06 , -3.36444198e-06 , -3.58382191e-06 , 1.27384224e-05 , 4.53951051e-05
3.146891399999997e-07 , -4.771340000000001e-07 , -7.31880262e-05 , 3.45834823e-06 , 3.14365909e-06 , -3.68854172e-06 , -3.21140772e-06 , 7.52724958e-05 , 0.000148460522
-6.700131200000001e-07 , 4.3159359000000007e-07 , 4.284742068e-05 , 2.53552175e-06 , 3.20553487e-06 , -3.22019217e-06 , -3.65178576e-06 , 5.04904741e-05 , 7.64305342e-06
1.01125344e-06 , -2.1128899000000008e-07 , -0.0001838964974 , 3.2623313e-06 , 2.25107786e-06 , -3.88341767e-06 , -3.67212868e-06 , -6.32288964e-05 , 0.000120667601
1.4037489999999997e-07 , 5.825472999999983e-08 , 9.495914900000001e-06 , 3.25609754e-06 , 3.11572264e-06 , -3.67074167e-06 , -3.7289964e-06 , -1.55177145e-05 , -2.50136294e-05
-2.9714228000000014e-07 , -6.230019999999999e-07 , 0.0001991826037 , 2.8123466e-06 , 3.10948888e-06 , -3.83810844e-06 , -3.21510644e-06 , 0.000131089946 , -6.80926577e-05
-3.4170210000000174e-08 , -5.076483800000002e-07 , -4.5626712770000004e-05 , 3.01459729e-06 , 3.0487675e-06 , -3.88503586e-06 , -3.37738748e-06 , 9.72752253e-06 , 5.53542353e-05
1.0874437000000014e-07 , -3.1901401000000004e-07 , -8.5231626e-05 , 2.98158148e-06 , 2.87283711e-06 , -3.84180715e-06 , -3.52279314e-06 , -3.01089983e-05 , 5.51226277e-05
-9.255970399999999e-07 , -6.119058599999997e-07 , 0.00012066760090000001 , 2.66042771e-06 , 3.58602475e-06 , -3.72807172e-06 , -3.11616586e-06 , 4.2615813e-05 , -7.80517879e-05
5.171707000000016e-08 , 1.4193812000000007e-07 , -0.00013363763121000002 , 3.29142215e-06 , 3.23970508e-06 , -3.56694653e-06 , -3.70888465e-06 , 2.31607679e-06 , 0.000135953708
5.956699000000014e-08 , -3.065308600000001e-07 , 7.040873446e-05 , 3.18660273e-06 , 3.12703574e-06 , -3.7077288e-06 , -3.40119794e-06 , 7.78201802e-05 , 7.41144574e-06
-8.219320000000014e-08 , 7.096906000000025e-08 , 3.543597497e-05 , 3.2371654e-06 , 3.3193586e-06 , -3.65178576e-06 , -3.72275482e-06 , 2.54768447e-06 , -3.28882905e-05
-5.70273099999998e-08 , -2.760164700000002e-07 , -0.0001005177328 , 2.7072963e-06 , 2.76432361e-06 , -3.67467155e-06 , -3.39865508e-06 , -5.5585843e-05 , 4.49318898e-05
5.208647899999999e-07 , -4.438455000000002e-08 , -2.7792921499999998e-05 , 3.41909867e-06 , 2.89823388e-06 , -3.4987515e-06 , -3.45436695e-06 , -5.28065509e-05 , -2.50136294e-05
-4.3613190999999986e-07 , -2.341747799999998e-07 , 1.2506814679999998e-05 , 2.95018183e-06 , 3.38631374e-06 , -3.79880961e-06 , -3.56463483e-06 , 2.01498681e-05 , 7.64305342e-06
5.728127300000001e-07 , 3.536893999999968e-08 , 0.0002014986806 , 3.27895464e-06 , 2.70614191e-06 , -3.44303964e-06 , -3.47840858e-06 , 0.000128310654 , -7.31880266e-05
2.9714228000000014e-07 , -2.1152015999999945e-07 , 2.547684472e-05 , 3.06885404e-06 , 2.77171176e-06 , -3.8216954e-06 , -3.61017524e-06 , 7.64305342e-06 , -1.78337913e-05
4.2343351999999967e-07 , 1.8632267999999992e-07 , -2.2465944899999996e-05 , 3.28264872e-06 , 2.8592152e-06 , -3.55561922e-06 , -3.7419419e-06 , -8.05994724e-05 , -5.81335275e-05
1.5053362000000007e-07 , 9.501069999999979e-08 , -5.5354235299999997e-05 , 3.11202856e-06 , 2.96149494e-06 , -3.35172765e-06 , -3.44673835e-06 , -3.77520517e-05 , 1.76021836e-05
7.937646800000001e-07 , -2.5983459999999976e-07 , -9.959130200000003e-06 , 3.56201325e-06 , 2.76824857e-06 , -3.62936231e-06 , -3.36952771e-06 , -2.75613138e-05 , -1.76021836e-05
-4.423656599999997e-07 , 2.1498769999999695e-08 , 1.76021836e-05 , 2.92501594e-06 , 3.3673816e-06 , -3.472167e-06 , -3.49366577e-06 , 3.26566828e-05 , 1.50544992e-05
1.7939358999999976e-07 , 5.582745200000001e-07 , 3.75204441e-05 , 3.14596789e-06 , 2.9665743e-06 , -3.2176493e-06 , -3.77592382e-06 , -4.56267128e-05 , -8.31471569e-05
-1.9855661000000004e-07 , -1.7222133000000031e-07 , -1.01907379e-05 , 3.0270648e-06 , 3.22562141e-06 , -3.58474658e-06 , -3.41252525e-06 , 1.48228915e-05 , 2.50136294e-05
-1.9440077000000025e-07 , 4.6811838e-07 , -0.00013340602347 , 3.02868096e-06 , 3.22308173e-06 , -3.36721602e-06 , -3.8353344e-06 , -0.000130858339 , 2.54768447e-06
2.0086541000000016e-07 , 1.724525000000001e-07 , -2.2465944899999996e-05 , 3.18891153e-06 , 2.98804612e-06 , -3.39726806e-06 , -3.56972056e-06 , 2.5245237e-05 , 4.77111819e-05
-1.302161900000001e-07 , -9.246782999999994e-08 , 9.287467936e-05 , 2.91347195e-06 , 3.04368814e-06 , -3.67490272e-06 , -3.58243489e-06 , 4.86376126e-06 , -8.80109181e-05
-5.9336100000000094e-08 , -3.291854700000002e-07 , -1.99182604e-05 , 3.02729568e-06 , 3.08663178e-06 , -3.54683477e-06 , -3.2176493e-06 , -3.26566828e-05 , -1.27384224e-05
5.991330300000001e-07 , 1.1142374000000004e-07 , 0.000103065417 , 3.13072982e-06 , 2.53159679e-06 , -3.35681338e-06 , -3.46823712e-06 , 0.000103065417 , 0.0
5.208647800000001e-07 , -2.1660589000000016e-07 , 7.31880267e-05 , 3.79958854e-06 , 3.27872376e-06 , -3.59884793e-06 , -3.38224204e-06 , 4.28474207e-05 , -3.0340606e-05
-1.4522338999999983e-07 , -4.611832999999999e-07 , 3.4972759599999996e-05 , 3.00212978e-06 , 3.14735317e-06 , -3.63167401e-06 , -3.17049071e-06 , -2.5245237e-05 , -6.02179966e-05
1.5053361000000024e-07 , 2.0389156999999999e-07 , -0.0001234468931 , 3.23462572e-06 , 3.08409211e-06 , -3.76968224e-06 , -3.97357381e-06 , -6.04496043e-05 , 6.29972888e-05
-2.516590000000017e-08 , -7.97535100000002e-08 , -4.261581300000001e-05 , 3.1309607e-06 , 3.1561266e-06 , -3.56694653e-06 , -3.48719302e-06 , -9.05586026e-05 , -4.79427896e-05
2.0617563999999997e-07 , 2.2816436999999992e-07 , -2.038147575e-05 , 3.11826231e-06 , 2.91208667e-06 , -3.33647046e-06 , -3.56463483e-06 , -1.76021836e-05 , 2.77929215e-06
-2.387297000000001e-07 , 2.062032599999998e-07 , 1.783379134e-05 , 2.88692077e-06 , 3.12565047e-06 , -3.48095145e-06 , -3.68715471e-06 , 5.09536894e-06 , -1.27384224e-05
1.662333999999994e-08 , 2.670008600000003e-07 , 1.78337913e-05 , 2.93240409e-06 , 2.91578075e-06 , -3.28723134e-06 , -3.5542322e-06 , 3.52043672e-05 , 1.73705759e-05
-2.2764745999999995e-07 , -5.4556019999999995e-08 , 6.762944230000001e-05 , 3.20807455e-06 , 3.43572201e-06 , -3.55446337e-06 , -3.49990735e-06 , 7.80517879e-05 , 1.04223456e-05
2.2995626000000007e-07 , 4.077831299999997e-07 , -5.25749432e-05 , 3.50013747e-06 , 3.27018121e-06 , -3.51493337e-06 , -3.9227165e-06 , 1.78337913e-05 , 7.04087345e-05
-1.10014216e-06 , 1.997305099999999e-07 , -5.28065509e-05 , 2.61378999e-06 , 3.71393215e-06 , -3.59121933e-06 , -3.79094984e-06 , 1.01907379e-05 , 6.29972888e-05
7.522063199999998e-07 , -4.265078600000002e-07 , -7.643053399999992e-06 , 3.25609754e-06 , 2.50389122e-06 , -4.03159737e-06 , -3.60508951e-06 , 7.2956419e-05 , 8.05994724e-05
4.830005000000004e-07 , -1.0726267999999995e-07 , 9.31062871e-05 , 3.45349975e-06 , 2.97049925e-06 , -4.07575076e-06 , -3.96848808e-06 , 6.80926577e-05 , -2.50136294e-05
-1.7708479000000006e-07 , 3.5576997000000017e-07 , 6.7397834621e-05 , 2.80080262e-06 , 2.97788741e-06 , -3.51146583e-06 , -3.8672358e-06 , -2.31607679e-07 , -6.76294423e-05
-7.2080668e-07 , 1.694473000000005e-07 , 5.767031217999999e-05 , 2.39260716e-06 , 3.11341384e-06 , -3.64554418e-06 , -3.81499148e-06 , -5.32697662e-06 , -6.29972888e-05
-2.2256810999999993e-07 , 2.799463600000001e-07 , -1.5286106790000002e-05 , 2.69090384e-06 , 2.91347195e-06 , -3.43910975e-06 , -3.71905611e-06 , -2.5245237e-05 , -9.95913021e-06
1.604614400000003e-07 , -1.8354864000000028e-07 , -0.00010816078620000001 , 3.18013809e-06 , 3.01967665e-06 , -3.74540944e-06 , -3.5618608e-06 , -8.29155492e-05 , 2.5245237e-05
-2.0733004000000024e-07 , 3.076867099999999e-07 , -2.98773907e-05 , 2.99566515e-06 , 3.20299519e-06 , -3.6127181e-06 , -3.92040481e-06 , 1.52861068e-05 , 4.51634975e-05
-7.826823999999973e-08 , -7.859765499999996e-07 , -1.0422345500000005e-05 , 3.02845008e-06 , 3.10671832e-06 , -3.8087499e-06 , -3.02277335e-06 , 6.53133656e-05 , 7.57357111e-05
-9.004311400000002e-07 , -4.045467999999979e-08 , 2.5013629299999998e-05 , 2.44293896e-06 , 3.3433701e-06 , -3.66450009e-06 , -3.62404541e-06 , 3.98365208e-05 , 1.48228915e-05
2.424238000000012e-08 , -1.9764998999999988e-07 , 5.095368999999997e-06 , 2.97811829e-06 , 2.95387591e-06 , -3.80505119e-06 , -3.6074012e-06 , 3.26566828e-05 , 2.75613138e-05
-5.171707000000016e-08 , -2.2284747000000026e-07 , -0.0001134877628 , 2.78579543e-06 , 2.8375125e-06 , -3.72414184e-06 , -3.50129437e-06 , -4.53951051e-05 , 6.80926577e-05
-4.455979999999983e-08 , 6.733969700000004e-07 , 0.000116267055 , 3.23693452e-06 , 3.28149432e-06 , -3.41391227e-06 , -4.08730924e-06 , 5.79019198e-05 , -5.83651352e-05
2.6666614999999974e-07 , -3.5368940000000104e-08 , -0.00016374662919999998 , 3.31543365e-06 , 3.0487675e-06 , -3.93912954e-06 , -3.9037606e-06 , -6.80926577e-05 , 9.56539715e-05
5.564203000000015e-08 , 1.4309396999999947e-07 , -3.79836594e-05 , 3.06885404e-06 , 3.01321201e-06 , -3.68345599e-06 , -3.82654996e-06 , 3.77520517e-05 , 7.57357111e-05
-6.3353412e-07 , -4.468507800000001e-07 , 5.326976599999999e-06 , 2.73269308e-06 , 3.3662272e-06 , -3.8672358e-06 , -3.42038502e-06 , -1.50544992e-05 , -2.03814758e-05
2.682822999999998e-07 , -1.7476419999999974e-07 , 7.06403422e-05 , 3.08801706e-06 , 2.81973476e-06 , -3.67097284e-06 , -3.49620864e-06 , 0.0 , -7.06403422e-05
-3.991911400000004e-07 , 3.835103299999998e-07 , 5.28065509e-05 , 2.94394808e-06 , 3.34313922e-06 , -3.22782076e-06 , -3.61133109e-06 , 2.26975526e-05 , -3.01089983e-05
-1.3644995000000022e-07 , 9.940290000000359e-09 , -4.05313438e-05 , 2.89200013e-06 , 3.02845008e-06 , -3.52163729e-06 , -3.53157758e-06 , -1.52861068e-05 , 2.5245237e-05
4.199703200000001e-07 , 2.7740349999999796e-08 , -6.27656811e-05 , 3.11318296e-06 , 2.69321264e-06 , -3.42038502e-06 , -3.44812537e-06 , -1.50544992e-05 , 4.77111819e-05
-5.471850800000001e-07 , 3.770375799999999e-07 , -5.0490474e-05 , 2.87191359e-06 , 3.41909867e-06 , -3.47863975e-06 , -3.85567733e-06 , -2.5245237e-05 , 2.5245237e-05
-2.1610347999999985e-07 , 4.6326382999999974e-07 , 1.7602183699999994e-05 , 3.09933017e-06 , 3.31543365e-06 , -3.04542797e-06 , -3.5086918e-06 , -4.53951051e-05 , -6.29972888e-05
1.957860499999999e-07 , 4.1841699999999823e-08 , -0.000110476863 , 3.1914512e-06 , 2.99566515e-06 , -3.21626228e-06 , -3.25810398e-06 , -7.04087345e-05 , 4.00681285e-05
-1.5076449999999987e-07 , 2.949723700000001e-07 , 0.00010816078620000001 , 2.71976381e-06 , 2.87052831e-06 , -3.17580761e-06 , -3.47077998e-06 , 7.04087345e-05 , -3.77520517e-05
2.174887500000001e-07 , 2.1521887999999995e-07 , 6.55449737e-05 , 2.91231755e-06 , 2.6948288e-06 , -3.37461344e-06 , -3.58983232e-06 , 0.000120899209 , 5.53542353e-05
-6.663190499999997e-07 , -3.3172834000000003e-07 , 7.8746611e-06 , 2.34435329e-06 , 3.01067234e-06 , -3.66565594e-06 , -3.3339276e-06 , 2.26975526e-05 , 1.48228915e-05
-3.3385216e-07 , 6.935088000000025e-08 , -3.775205172e-05 , 2.74770027e-06 , 3.08155243e-06 , -3.31913274e-06 , -3.38848362e-06 , -7.64305342e-06 , 3.01089983e-05
4.107351299999999e-07 , -1.1512244999999988e-07 , 4.02997362e-05 , 3.43687641e-06 , 3.02614128e-06 , -3.39218233e-06 , -3.27705988e-06 , 6.29972888e-05 , 2.26975526e-05
7.131876399999999e-07 , 1.5603945999999985e-07 , -8.26839415e-05 , 3.30666021e-06 , 2.59347257e-06 , -3.54290489e-06 , -3.69894435e-06 , -5.02588664e-05 , 3.24250751e-05
-1.04334573e-06 , -4.202662800000001e-07 , 4.0531343879e-05 , 2.66550706e-06 , 3.70885279e-06 , -3.56948939e-06 , -3.14922311e-06 , 4.02997362e-05 , -2.31607679e-07
-6.23376000000011e-09 , 1.0379513999999991e-07 , -4.863761299999994e-06 , 2.70868158e-06 , 2.71491534e-06 , -3.15176597e-06 , -3.25556111e-06 , 6.55449732e-05 , 7.04087345e-05
-4.2251000000000004e-07 , 2.0643443e-07 , -3.265668279999999e-05 , 2.55306861e-06 , 2.97557861e-06 , -3.46199554e-06 , -3.66842997e-06 , 2.80245292e-05 , 6.0681212e-05
-4.8253870000000193e-08 , -2.3694882000000029e-07 , -3.5435974900000004e-05 , 3.01575169e-06 , 3.06400556e-06 , -3.40512783e-06 , -3.16817901e-06 , 2.24659449e-05 , 5.79019198e-05
1.5538209000000028e-07 , -1.4540566000000012e-07 , -4.28474207e-05 , 2.96010966e-06 , 2.80472757e-06 , -3.3605121e-06 , -3.21510644e-06 , -1.01907379e-05 , 3.26566828e-05
1.6207761e-07 , 5.9410580000000066e-08 , -0.0001540191067 , 2.8592152e-06 , 2.69713759e-06 , -3.51007881e-06 , -3.56948939e-06 , -6.09128196e-05 , 9.31062871e-05
1.3875874999999992e-07 , -3.4213089999999867e-08 , -9.7275225e-06 , 2.89292365e-06 , 2.7541649e-06 , -3.10761258e-06 , -3.07339949e-06 , -3.01089983e-05 , -2.03814758e-05
4.7907554e-07 , 2.822580499999999e-07 , 4.2615813e-05 , 3.09933017e-06 , 2.62025463e-06 , -3.33670163e-06 , -3.61895968e-06 , 1.25068147e-05 , -3.01089983e-05
-4.0750282e-07 , 2.034291999999988e-08 , 0.00012831065474 , 2.32911522e-06 , 2.73661804e-06 , -3.51632039e-06 , -3.53666331e-06 , 0.000120899209 , -7.41144574e-06
2.705910999999999e-07 , -3.4189979999999976e-07 , -0.00012344689339999999 , 2.8375125e-06 , 2.5669214e-06 , -3.33670163e-06 , -2.99480183e-06 , -1.99182604e-05 , 0.000103528633
-1.2375156000000003e-07 , 5.733005500000002e-07 , -5.83651352e-05 , 3.01090322e-06 , 3.13465478e-06 , -3.23799222e-06 , -3.81129277e-06 , -1.55177145e-05 , 4.28474207e-05
4.6683891999999965e-07 , -2.2284746999999984e-07 , 1.2506814700000003e-05 , 3.00582386e-06 , 2.53898494e-06 , -3.29878982e-06 , -3.07594235e-06 , 4.28474207e-05 , 3.0340606e-05
-3.0868627000000007e-07 , 1.102678800000004e-07 , 9.333789426e-05 , 2.50758529e-06 , 2.81627156e-06 , -3.28468848e-06 , -3.39495636e-06 , 0.00010074934 , 7.41144574e-06
-1.9624780999999992e-07 , 6.063577899999998e-07 , 2.7792921300000002e-05 , 2.65280868e-06 , 2.84905649e-06 , -3.12656849e-06 , -3.73292628e-06 , 0.000113256155 , 8.54632337e-05
-2.657426300000001e-07 , 2.700060599999999e-07 , 6.322889639e-05 , 2.80449669e-06 , 3.07023932e-06 , -3.06045399e-06 , -3.33046005e-06 , 7.31880266e-05 , 9.95913021e-06
-8.408641600000003e-07 , 2.1545003999999992e-07 , -5.25749432e-05 , 2.86660335e-06 , 3.70746751e-06 , -3.46315139e-06 , -3.67860143e-06 , -1.25068147e-05 , 4.00681285e-05
-4.363627900000001e-07 , 6.063578e-07 , 1.9918260400000006e-05 , 3.13072982e-06 , 3.56709261e-06 , -3.34178736e-06 , -3.94814516e-06 , 9.05586026e-05 , 7.06403422e-05
-2.135637900000001e-07 , 2.9358535000000004e-07 , -6.80926577e-05 , 2.90469852e-06 , 3.11826231e-06 , -3.43795391e-06 , -3.73153926e-06 , -9.8201656e-05 , -3.01089983e-05
6.441545999999993e-08 , 5.9410580000000066e-08 , -4.7711181999999996e-05 , 3.1561266e-06 , 3.09171114e-06 , -3.25694813e-06 , -3.31635871e-06 , -1.48228915e-05 , 3.28882905e-05
7.307345099999997e-07 , 6.8634246e-07 , -3.520436727e-05 , 3.33205699e-06 , 2.60132248e-06 , -3.35034064e-06 , -4.0366831e-06 , -3.26566828e-05 , 2.54768447e-06
3.934191499999997e-07 , -5.3423289e-07 , 6.57765809e-05 , 3.48374501e-06 , 3.09032586e-06 , -3.45436695e-06 , -2.92013406e-06 , 1.52861068e-05 , -5.04904741e-05
-4.1558359999999884e-08 , 1.0495098000000032e-07 , -9.959130199999996e-06 , 2.92363066e-06 , 2.96518902e-06 , -3.54567893e-06 , -3.65062991e-06 , 5.79019198e-05 , 6.786105e-05
-1.3621899999999996e-08 , 2.0111750000000087e-08 , -1.783379127e-05 , 2.95664647e-06 , 2.97026837e-06 , -3.49620864e-06 , -3.51632039e-06 , -2.54768447e-06 , 1.52861068e-05
7.886853299999997e-07 , 3.647855899999999e-07 , 2.01498681e-05 , 3.66544739e-06 , 2.87676206e-06 , -3.17442059e-06 , -3.53920618e-06 , -1.27384224e-05 , -3.28882905e-05
5.130148699999999e-07 , 5.7353172e-07 , -5.049047411e-05 , 3.1332695e-06 , 2.62025463e-06 , -3.05421241e-06 , -3.62774413e-06 , -9.95913021e-06 , 4.05313439e-05
-6.702439999999999e-07 , 9.3785496e-07 , 1.7833791300000002e-05 , 2.73638716e-06 , 3.40663116e-06 , -2.86465336e-06 , -3.80250832e-06 , -7.55041034e-05 , -9.33378947e-05
-2.615867899999999e-07 , 6.696982600000002e-07 , -0.0001767166593 , 2.92478506e-06 , 3.18637185e-06 , -3.02254218e-06 , -3.69224044e-06 , -9.58855792e-05 , 8.08310801e-05
1.0874437000000014e-07 , 3.652479000000034e-08 , -7.040873449999999e-05 , 3.19283648e-06 , 3.08409211e-06 , -3.27474819e-06 , -3.31127298e-06 , -9.56539715e-05 , -2.5245237e-05
4.384407100000004e-07 , -6.6068264e-07 , 7.2956419e-05 , 3.49228756e-06 , 3.05384685e-06 , -3.64045845e-06 , -2.97977581e-06 , 5.51226277e-05 , -1.78337913e-05
4.612978000000002e-07 , 5.848590199999997e-07 , 8.05994724e-05 , 3.05130718e-06 , 2.59000938e-06 , -3.08726966e-06 , -3.67212868e-06 , 8.05994724e-05 , 0.0
1.0735909000000006e-07 , 2.5960342999999997e-07 , 0.0001088556092 , 2.7084507e-06 , 2.60109161e-06 , -3.23151948e-06 , -3.49112291e-06 , 6.57765809e-05 , -4.30790283e-05
6.967951800000001e-07 , -3.6224272000000007e-07 , -3.54359749e-05 , 3.51537554e-06 , 2.81858036e-06 , -3.30387555e-06 , -2.94163283e-06 , -4.81743973e-05 , -1.27384224e-05
5.6265403e-07 , -1.849356600000003e-07 , 5.81335275e-05 , 2.95780087e-06 , 2.39514684e-06 , -3.49759566e-06 , -3.31266e-06 , 1.52861068e-05 , -4.28474207e-05
-5.160163099999999e-07 , 1.484108700000004e-07 , 0.0001336376314 , 2.76547801e-06 , 3.28149432e-06 , -3.13535293e-06 , -3.2837638e-06 , -1.76021836e-05 , -0.000151239815
-4.437509400000002e-07 , -6.165292600000002e-07 , -1.5054499099999998e-05 , 2.78579543e-06 , 3.22954637e-06 , -3.64808705e-06 , -3.03155779e-06 , 3.28882905e-05 , 4.79427896e-05
