Test started at 2026-07-29 09:05:53.949911,,,,,,,,,,,,,,,,,,
Input voltage = 0.005,,,,,,,,,,,,,,,,,,
Running at a PLC of 1,,,,,,,,,,,,,,,,,,
GE1, GE2, GE3, ratio12, ratio13, ratio23, diff1, diff2, diff3, r11, r12, r21, r22, r31, r32,,,,
3.35E-05,3.87E-05,5.29E-06,1.000033458,1.000038749,1.000005291,0.099100405,0.09909709,0.099096565,0.049587386,-0.04951302,0.04958401,-0.049513079,0.049582668,-0.049513897,,,,
9.33E-06,-0.000158682,-0.000168015,1.000009334,0.999841318,0.999831985,0.099092885,0.09909196,0.099108612,0.049584205,-0.049508681,0.049583417,-0.049508544,0.04958312,-0.049525492,,,,
-2.35E-05,1.09E-05,3.44E-05,0.999976529,1.00001089,1.000034361,0.099094929,0.099097255,0.09909385,0.049585274,-0.049509655,0.049588208,-0.049509047,0.049583375,-0.049510476,,,,
-2.77E-05,1.15E-05,3.92E-05,0.999972259,1.000011476,1.000039218,0.099096195,0.099098944,0.099095058,0.049588147,-0.049508048,0.049590882,-0.049508062,0.049586138,-0.04950892,,,,
-2.30E-05,8.31E-06,3.13E-05,0.999976986,1.000008315,1.00003133,0.099102003,0.099104284,0.099101179,0.049588397,-0.049513606,0.049591173,-0.049513111,0.049587179,-0.049514,,,,
6.33E-06,2.10E-05,1.47E-05,1.00000633,1.000021025,1.000014695,0.099104605,0.099103978,0.099102521,0.049587556,-0.049517049,0.049586849,-0.049517129,0.049585122,-0.049517399,,,,
7.11E-05,4.86E-05,-2.25E-05,1.000071111,1.000048626,0.999977517,0.099104621,0.099097575,0.099099803,0.049593001,-0.04951162,0.049586787,-0.049510788,0.049586451,-0.049513352,,,,
-1.50E-06,-0.000160038,-0.000158541,0.999998503,0.999839962,0.999841459,0.099092035,0.099092183,0.099107896,0.049584009,-0.049508026,0.049584193,-0.04950799,0.049582704,-0.049525192,,,,
0.000105331,0.000126454,2.11E-05,1.000105331,1.000126454,1.000021121,0.099106116,0.099095678,0.099093585,0.049583747,-0.049522369,0.049586119,-0.049509559,0.049581408,-0.049512177,,,,
1.82E-05,-2.05E-06,-2.03E-05,1.000018242,0.999997949,0.999979707,0.09907951,0.099077703,0.099079714,0.049575598,-0.049503913,0.049574568,-0.049503135,0.04957447,-0.049505244,,,,
-3.89E-05,-2.58E-06,3.63E-05,0.999961082,0.999997424,1.000036344,0.099083888,0.099087745,0.099084144,0.049577562,-0.049506326,0.049582026,-0.049505719,0.049576136,-0.049508007,,,,
1.12E-06,3.86E-06,2.74E-06,1.00000112,1.000003863,1.000002743,0.099088701,0.09908859,0.099088319,0.04957593,-0.049512772,0.049575751,-0.04951284,0.049574122,-0.049514197,,,,
0.000147241,0.000137297,-9.94E-06,1.000147241,1.000137297,0.999990057,0.099101875,0.099087285,0.099088271,0.049581346,-0.049520529,0.049581356,-0.04950593,0.049580097,-0.049508174,,,,
-6.62E-07,4.42E-06,5.08E-06,0.999999338,1.000004419,1.000005081,0.099091111,0.099091177,0.099090673,0.049584656,-0.049506455,0.049585083,-0.049506094,0.049583347,-0.049507327,,,,
-6.94E-05,3.45E-06,7.28E-05,0.999930619,1.000003454,1.000072839,0.099085355,0.09909223,0.099085013,0.049574098,-0.049511257,0.049581118,-0.049511112,0.049572246,-0.049512767,,,,
1.10E-07,-6.12E-06,-6.23E-06,1.00000011,0.999993875,0.999993765,0.099085987,0.099085977,0.099086594,0.049579647,-0.049506341,0.049579823,-0.049506154,0.049578163,-0.049508431,,,,
8.47E-06,1.33E-05,4.82E-06,1.000008472,1.000013296,1.000004824,0.099090181,0.099089341,0.099088863,0.049578754,-0.049511427,0.049579144,-0.049510197,0.049577067,-0.049511797,,,,
-9.38E-06,-8.10E-06,1.27E-06,0.999990625,0.999991898,1.000001274,0.099091061,0.09909199,0.099091863,0.049585834,-0.049505227,0.049586222,-0.049505767,0.049584502,-0.049507362,,,,
4.89E-05,4.33E-06,-4.46E-05,1.000048946,1.00000433,0.999955386,0.099092948,0.099088098,0.099092519,0.049589542,-0.049503406,0.049584476,-0.049503622,0.049587023,-0.049505496,,,,
5.25E-05,4.21E-05,-1.04E-05,1.000052522,1.000042134,0.999989613,0.099094059,0.099088855,0.099089884,0.049587175,-0.049506884,0.049582055,-0.0495068,0.04958043,-0.049509454,,,,
1.03E-05,1.05E-07,-1.02E-05,1.000010337,1.000000105,0.999989768,0.099089287,0.099088263,0.099089277,0.049578806,-0.049510481,0.049578193,-0.04951007,0.049576777,-0.0495125,,,,
-3.93E-07,-2.25E-06,-1.86E-06,0.999999607,0.999997751,0.999998144,0.099083285,0.099083324,0.099083508,0.049580977,-0.049502308,0.049581182,-0.049502142,0.04957951,-0.049503999,,,,
-5.69E-06,-1.17E-05,-5.98E-06,0.999994306,0.999988326,0.999994019,0.099087202,0.099087766,0.099088359,0.049584447,-0.049502755,0.049584081,-0.049503685,0.049583334,-0.049505025,,,,
-7.12E-06,-0.000114064,-0.000106942,0.999992877,0.999885936,0.999893058,0.099084921,0.099085627,0.099096225,0.049575343,-0.049509578,0.049575653,-0.049509974,0.049573189,-0.049523036,,,,
-8.80E-07,0.000146745,0.000147625,0.99999912,1.000146745,1.000147625,0.099102471,0.099102558,0.09908793,0.049580735,-0.049521736,0.049580208,-0.04952235,0.049578524,-0.049509406,,,,
5.49E-06,-0.000161986,-0.000167479,1.000005494,0.999838014,0.999832521,0.099083553,0.099083009,0.099099606,0.049577313,-0.049506241,0.049577671,-0.049505338,0.049575819,-0.049523788,,,,
4.57E-05,4.42E-05,-1.55E-06,1.000045712,1.000044167,0.999998455,0.099092471,0.099087941,0.099088094,0.049584983,-0.049507487,0.04958061,-0.049507331,0.049579114,-0.04950898,,,,
0.000111727,0.000148339,3.66E-05,1.000111727,1.000148339,1.000036608,0.099101849,0.099090778,0.099087151,0.049587081,-0.049514768,0.049589718,-0.04950106,0.049584733,-0.049502417,,,,
-0.000134975,2.98E-06,0.000137974,0.999865025,1.00000298,1.000137974,0.099097579,0.099110957,0.099097284,0.04959076,-0.04950682,0.049589917,-0.04952104,0.04958871,-0.049508574,,,,
-0.000125392,-0.000126466,-1.07E-06,0.999874608,0.999873534,0.999998925,0.099093147,0.099105573,0.09910568,0.049586428,-0.049506718,0.049585954,-0.04951962,0.049585036,-0.049520644,,,,
-0.00013527,-4.86E-06,0.000130424,0.99986473,0.999995136,1.000130424,0.099094248,0.099107654,0.09909473,0.04958801,-0.049506238,0.049587065,-0.04952059,0.049586491,-0.049508239,,,,
8.35E-06,4.41E-06,-3.94E-06,1.000008347,1.000004411,0.999996064,0.099090014,0.099089187,0.099089577,0.049584235,-0.049505779,0.049582841,-0.049506346,0.049581398,-0.049508179,,,,
0.00015982,0.000140381,-1.94E-05,1.00015982,1.000140381,0.999980565,0.099102547,0.099086711,0.099088637,0.049584328,-0.049518218,0.049583785,-0.049502926,0.049583229,-0.049505408,,,,
2.27E-06,-8.40E-06,-1.07E-05,1.000002274,0.999991599,0.999989325,0.099091303,0.099091078,0.099092136,0.049585098,-0.049506205,0.049584595,-0.049506483,0.049583297,-0.049508839,,,,
,,,,,,,,,,,,,,,,,,
Input voltage = 0.05,,,,,,,,,,,,,,,,,,
Running at a PLC of 10,,,,,,,,,,,,,,,,,,
GE1, GE2, GE3, ratio12, ratio13, ratio23, diff1, diff2, diff3, r11, r12, r21, r22, r31, r32,,,,
3.30E-05,3.03E-05,-2.73E-06,1.000033042,1.000030309,0.999997267,0.09912337,0.099120095,0.099120365,0.049589771,-0.049533598,0.049589529,-0.049530566,0.049587976,-0.04953239,Average,0.0009%,0.0013%,0.0005%
3.30E-05,2.89E-05,-4.06E-06,1.000032998,1.000028938,0.99999594,0.099120634,0.099117363,0.099117765,0.049589659,-0.049530975,0.049589139,-0.049528224,0.049587662,-0.049530103,Max,0.0048%,0.0047%,0.0042%
3.21E-05,3.55E-05,3.42E-06,1.00003206,1.000035481,1.00000342,0.099116637,0.099113459,0.09911312,0.049581737,-0.049534899,0.049581097,-0.049532362,0.049579327,-0.049533794,Min,-0.0038%,-0.0030%,-0.0032%
-1.14E-05,1.16E-05,2.31E-05,0.999988566,1.000011623,1.000023057,0.099117253,0.099118387,0.099116101,0.049584723,-0.04953253,0.049583758,-0.049534629,0.049582435,-0.049533666,Spread,0.0086%,0.0077%,0.0074%
-3.18E-05,8.59E-06,4.04E-05,0.999968236,1.000008592,1.000040356,0.099110236,0.099113384,0.099109384,0.049579076,-0.04953116,0.049580172,-0.049533212,0.049577308,-0.049532077,,,,
4.84E-05,4.71E-05,-1.30E-06,1.000048389,1.000047091,0.999998701,0.099117564,0.099112768,0.099112897,0.049584411,-0.049533153,0.049583308,-0.049529461,0.049581844,-0.049531054,,,,
4.15E-05,4.32E-05,1.77E-06,1.00004148,1.000043245,1.000001766,0.099118122,0.09911401,0.099113835,0.049583277,-0.049534844,0.049581949,-0.049532061,0.049580239,-0.049533597,,,,
-8.36E-06,1.41E-05,2.24E-05,0.999991642,1.000014073,1.000022431,0.099115211,0.099116039,0.099113816,0.049582934,-0.049532277,0.049581437,-0.049534603,0.049580216,-0.0495336,,,,
-3.80E-05,4.23E-06,4.22E-05,0.999962038,1.000004234,1.000042198,0.099115703,0.099119466,0.099115284,0.049590429,-0.049525274,0.049590997,-0.049528469,0.049588794,-0.04952649,,,,
-3.09E-05,5.13E-06,3.61E-05,0.999969056,1.000005128,1.000036073,0.099116034,0.099119102,0.099115526,0.04959277,-0.049523265,0.049593251,-0.049525851,0.049591148,-0.049524378,,,,
-5.27E-06,2.31E-05,2.84E-05,0.999994731,1.000023106,1.000028376,0.099122392,0.099122915,0.099120102,0.049594264,-0.049528129,0.049594536,-0.049528378,0.049592482,-0.04952762,,,,
1.97E-06,3.47E-05,3.28E-05,1.000001965,1.000034744,1.000032779,0.09912516,0.099124965,0.099121716,0.049590277,-0.049534883,0.049590094,-0.049534872,0.049587551,-0.049534166,,,,
-2.41E-05,1.03E-05,3.44E-05,0.999975896,1.000010259,1.000034364,0.099117728,0.099120117,0.099116711,0.049585765,-0.049531963,0.049586278,-0.049533839,0.049583643,-0.049533068,,,,
3.90E-05,3.82E-05,-8.15E-07,1.00003904,1.000038225,0.999999185,0.099130337,0.099126467,0.099126548,0.049591295,-0.049539042,0.049590493,-0.049535974,0.049588622,-0.049537925,,,,
3.19E-05,3.46E-05,2.70E-06,1.000031883,1.000034587,1.000002704,0.099124929,0.099121769,0.099121501,0.049590868,-0.049534061,0.049590303,-0.049531466,0.049588572,-0.04953293,,,,
3.87E-05,3.95E-05,7.96E-07,1.00003874,1.000039536,1.000000796,0.099125293,0.099121453,0.099121374,0.049587163,-0.04953813,0.04958615,-0.049535303,0.049584748,-0.049536626,,,,
7.03E-06,5.94E-06,-1.09E-06,1.000007034,1.000005943,0.999998908,0.09911644,0.099115742,0.099115851,0.049583361,-0.049533078,0.04958296,-0.049532782,0.04958161,-0.04953424,,,,
2.79E-06,4.99E-06,2.20E-06,1.000002791,1.000004994,1.000002203,0.099118475,0.099118198,0.09911798,0.049582385,-0.04953609,0.04958218,-0.049536018,0.049580736,-0.049537244,,,,
3.34E-05,3.34E-05,6.26E-08,1.000033359,1.000033421,1.000000063,0.099122441,0.099119135,0.099119128,0.049583583,-0.049538858,0.049583247,-0.049535888,0.049581756,-0.049537372,,,,
2.86E-05,1.25E-05,-1.61E-05,1.000028574,1.000012512,0.999983939,0.099120754,0.099117922,0.099119514,0.049579545,-0.04954121,0.049578942,-0.04953898,0.049577169,-0.049542346,,,,
4.19E-06,2.51E-06,-1.68E-06,1.000004191,1.000002513,0.999998322,0.099114927,0.099114511,0.099114678,0.049582019,-0.049532908,0.049581773,-0.049532739,0.049580368,-0.04953431,,,,
3.37E-06,-2.36E-05,-2.69E-05,1.000003373,0.999976431,0.999973059,0.099116676,0.099116341,0.099119012,0.049583591,-0.049533085,0.049583478,-0.049532863,0.049582416,-0.049536596,,,,
3.64E-05,2.76E-05,-8.81E-06,1.000036379,1.000027564,0.999991185,0.099121335,0.099117729,0.099118603,0.049588868,-0.049532467,0.049587977,-0.049529752,0.049587011,-0.049531592,,,,
-1.99E-05,1.21E-06,2.12E-05,0.999980057,1.00000121,1.000021154,0.099118305,0.099120282,0.099118185,0.049586173,-0.049532132,0.049586246,-0.049534036,0.049584736,-0.049533449,,,,
3.31E-07,-1.00E-05,-1.04E-05,1.000000331,0.999989957,0.999989626,0.099115349,0.099115316,0.099116344,0.049585732,-0.049529617,0.049585293,-0.049530023,0.049585345,-0.049530999,,,,
5.16E-06,-2.65E-05,-3.16E-05,1.000005157,0.999973538,0.999968382,0.099117878,0.099117367,0.099120501,0.049597702,-0.049520177,0.049597465,-0.049519902,0.049596616,-0.049523886,,,,
1.02E-05,6.17E-06,-4.03E-06,1.000010199,1.000006172,0.999995974,0.09912259,0.099121579,0.099121978,0.049597224,-0.049525366,0.04959665,-0.04952493,0.049595154,-0.049526824,,,,
-1.53E-06,-3.02E-05,-2.86E-05,0.999998467,0.999969819,0.999971351,0.099115527,0.099115679,0.099118519,0.049590646,-0.049524882,0.04959078,-0.049524899,0.049588911,-0.049529607,,,,
6.33E-06,-5.11E-06,-1.14E-05,1.000006327,0.999994887,0.99998856,0.099115315,0.099114688,0.099115821,0.049589183,-0.049526132,0.04958879,-0.049525897,0.049588115,-0.049527706,,,,
2.51E-06,5.57E-07,-1.95E-06,1.000002508,1.000000557,0.999998049,0.099116347,0.099116099,0.099116292,0.049585132,-0.049531215,0.049584926,-0.049531172,0.049583301,-0.049532991,,,,
4.48E-06,7.71E-06,3.23E-06,1.00000448,1.000007708,1.000003229,0.09911751,0.099117066,0.099116746,0.049591613,-0.049525897,0.049591453,-0.049525613,0.049589502,-0.049527244,,,,
8.03E-06,6.32E-06,-1.71E-06,1.000008035,1.000006322,0.999998287,0.099117766,0.09911697,0.09911714,0.04959346,-0.049524307,0.049593355,-0.049523615,0.04959156,-0.04952558,,,,
6.62E-06,2.44E-06,-4.18E-06,1.000006619,1.000002442,0.999995823,0.099116137,0.099115481,0.099115895,0.049595075,-0.049521063,0.04959479,-0.049520692,0.049593249,-0.049522647,,,,
6.45E-06,8.96E-06,2.51E-06,1.000006446,1.000008961,1.000002514,0.099113412,0.099112773,0.099112524,0.049588082,-0.04952533,0.049587788,-0.049524985,0.049585816,-0.049526708,,,,
1.06E-05,-2.19E-06,-1.28E-05,1.00001064,0.99999781,0.99998717,0.099115272,0.099114217,0.099115489,0.049586845,-0.049528426,0.049586318,-0.049527899,0.049585929,-0.04952956,,,,
8.37E-06,5.25E-06,-3.12E-06,1.000008374,1.000005251,0.999996876,0.099114436,0.099113606,0.099113915,0.049584444,-0.049529992,0.04958391,-0.049529696,0.049582447,-0.049531468,,,,
6.15E-06,4.36E-06,-1.79E-06,1.000006149,1.000004358,0.999998209,0.099120228,0.099119618,0.099119796,0.049590225,-0.049530003,0.049589765,-0.049529853,0.049588294,-0.049531501,,,,
7.57E-06,2.93E-05,2.17E-05,1.000007574,1.000029273,1.000021699,0.099124069,0.099123318,0.099121167,0.049588256,-0.049535813,0.049587787,-0.049535531,0.049586664,-0.049534504,,,,
3.54E-06,2.50E-05,2.14E-05,1.000003538,1.000024978,1.00002144,0.099122417,0.099122067,0.099119942,0.049588124,-0.049534294,0.049588002,-0.049534065,0.049586576,-0.049533366,,,,
9.90E-06,3.77E-05,2.78E-05,1.000009895,1.000037663,1.000027768,0.099129674,0.099128693,0.099125941,0.049591045,-0.04953863,0.049590578,-0.049538116,0.049588907,-0.049537034,,,,
,,,,,,,,,,,,,,,,,,
Input voltage = 0.05,,,,,,,,,,,,,,,,,,
Running at a PLC of 100,,,,,,,,,,,,,,,,,,
GE1, GE2, GE3, ratio12, ratio13, ratio23, diff1, diff2, diff3, r11, r12, r21, r22, r31, r32,,,,
4.89E-06,5.57E-06,6.79E-07,1.000004887,1.000005566,1.000000679,0.099128235,0.099127751,0.099127684,0.04959314,-0.049535096,0.049592958,-0.049534793,0.049591635,-0.049536049,Average,0.0007%,0.0007%,0.0001%
5.79E-06,1.13E-05,5.49E-06,1.000005788,1.000011283,1.000005495,0.099128861,0.099128287,0.099127742,0.049595492,-0.049533369,0.049595322,-0.049532965,0.049593731,-0.049534011,Max,0.0012%,0.0013%,0.0005%
6.29E-06,7.68E-06,1.39E-06,1.00000629,1.00000768,1.00000139,0.09912498,0.099124356,0.099124219,0.04959006,-0.04953492,0.049589738,-0.049534618,0.049588167,-0.049536052,Min,0.0002%,0.0003%,-0.0004%
7.21E-06,8.27E-06,1.06E-06,1.000007208,1.000008271,1.000001062,0.09912333,0.099122615,0.09912251,0.049589095,-0.049534234,0.049588749,-0.049533866,0.049587234,-0.049535276,Spread,0.0010%,0.0010%,0.0009%
7.52E-06,6.96E-06,-5.57E-07,1.00000752,1.000006963,0.999999443,0.099126338,0.099125593,0.099125648,0.049589005,-0.049537333,0.049588753,-0.049536839,0.049587329,-0.049538319,,,,
6.98E-06,1.10E-05,3.99E-06,1.000006982,1.000010977,1.000003995,0.099126565,0.099125873,0.099125477,0.049585909,-0.049540656,0.049585809,-0.049540064,0.049584188,-0.049541289,,,,
5.06E-06,4.51E-06,-5.52E-07,1.000005058,1.000004507,0.999999448,0.099122797,0.099122295,0.09912235,0.04958279,-0.049540007,0.049582542,-0.049539753,0.049581177,-0.049541173,,,,
2.05E-06,6.82E-06,4.77E-06,1.000002053,1.000006823,1.00000477,0.099118486,0.099118283,0.09911781,0.04958925,-0.049529236,0.049589035,-0.049529248,0.049587613,-0.049530197,,,,
6.88E-06,7.28E-06,4.00E-07,1.000006879,1.000007279,1.0000004,0.099124174,0.099123493,0.099123453,0.049595246,-0.049528928,0.049594828,-0.049528665,0.049593515,-0.049529938,,,,
1.18E-05,1.27E-05,9.33E-07,1.000011756,1.000012689,1.000000933,0.099123508,0.099122343,0.09912225,0.049590431,-0.049533077,0.049590124,-0.049532219,0.049588836,-0.049533414,,,,
5.26E-06,6.17E-06,9.04E-07,1.000005262,1.000006166,1.000000904,0.099120034,0.099119513,0.099119423,0.049584404,-0.04953563,0.049584195,-0.049535317,0.04958286,-0.049536563,,,,
7.88E-06,7.33E-06,-5.51E-07,1.000007882,1.000007331,0.999999449,0.099123326,0.099122545,0.099122599,0.049586714,-0.049536612,0.04958638,-0.049536165,0.04958532,-0.049537279,,,,
6.43E-06,6.22E-06,-2.14E-07,1.000006435,1.000006221,0.999999786,0.099122408,0.09912177,0.099121791,0.049584301,-0.049538106,0.049583938,-0.049537831,0.049582772,-0.049539019,,,,
6.89E-06,4.80E-06,-2.09E-06,1.000006889,1.000004798,0.999997909,0.099124803,0.09912412,0.099124327,0.049592133,-0.04953267,0.049591704,-0.049532416,0.049590833,-0.049533494,,,,
5.72E-06,6.37E-06,6.44E-07,1.000005725,1.000006369,1.000000644,0.099128865,0.099128298,0.099128234,0.049592311,-0.049536554,0.049592037,-0.049536261,0.049590884,-0.049537351,,,,
5.01E-06,5.70E-06,6.90E-07,1.000005015,1.000005705,1.00000069,0.09913119,0.099130693,0.099130625,0.049590122,-0.049541068,0.049589789,-0.049540904,0.04958856,-0.049542064,,,,
8.35E-06,8.60E-06,2.54E-07,1.000008351,1.000008605,1.000000254,0.099117951,0.099117123,0.099117098,0.049582403,-0.049535548,0.049581864,-0.049535259,0.049580512,-0.049536586,,,,
5.81E-06,6.09E-06,2.89E-07,1.000005806,1.000006094,1.000000289,0.099130149,0.099129574,0.099129545,0.049588116,-0.049542033,0.049587761,-0.049541813,0.049586324,-0.049543221,,,,
7.53E-06,7.68E-06,1.52E-07,1.000007533,1.000007685,1.000000152,0.099128985,0.099128238,0.099128223,0.049587547,-0.049541438,0.049587184,-0.049541054,0.049585527,-0.049542696,,,,
5.77E-06,6.87E-06,1.10E-06,1.000005768,1.000006868,1.0000011,0.09911792,0.099117348,0.099117239,0.049582322,-0.049535598,0.049582088,-0.04953526,0.049580369,-0.04953687,,,,
6.71E-06,6.41E-06,-3.03E-07,1.000006711,1.000006408,0.999999697,0.099124139,0.099123474,0.099123504,0.049587336,-0.049536803,0.049587028,-0.049536446,0.049585294,-0.04953821,,,,
9.37E-06,9.77E-06,4.00E-07,1.000009373,1.000009772,1.0000004,0.09911859,0.099117661,0.099117622,0.049588157,-0.049530433,0.049587918,-0.049529743,0.049586136,-0.049531485,,,,
6.53E-06,6.83E-06,3.01E-07,1.000006526,1.000006826,1.000000301,0.099129768,0.099129121,0.099129092,0.049588156,-0.049541612,0.049588045,-0.049541076,0.049586382,-0.049542709,,,,
8.90E-06,6.61E-06,-2.29E-06,1.000008904,1.000006614,0.99999771,0.099124519,0.099123636,0.099123863,0.049588969,-0.04953555,0.04958861,-0.049535027,0.049587102,-0.049536761,,,,
7.20E-06,8.38E-06,1.18E-06,1.000007196,1.000008378,1.000001181,0.099123376,0.099122663,0.099122546,0.049583169,-0.049540207,0.04958296,-0.049539703,0.049581229,-0.049541317,,,,
7.28E-06,7.08E-06,-1.99E-07,1.000007279,1.000007081,0.999999801,0.099115535,0.099114814,0.099114833,0.049580225,-0.04953531,0.049579767,-0.049535047,0.049578296,-0.049536537,,,,
6.78E-06,9.12E-06,2.33E-06,1.000006785,1.000009115,1.00000233,0.099122205,0.099121533,0.099121302,0.049591184,-0.049531021,0.049591091,-0.049530441,0.049589312,-0.04953199,,,,
3.68E-06,8.18E-06,4.50E-06,1.000003675,1.000008176,1.0000045,0.099124782,0.099124418,0.099123971,0.04958815,-0.049536631,0.049588013,-0.049536405,0.049586436,-0.049537536,,,,
5.22E-06,7.57E-06,2.34E-06,1.000005222,1.000007565,1.000002344,0.099122517,0.099122,0.099121768,0.049584955,-0.049537562,0.04958478,-0.04953722,0.049583186,-0.049538582,,,,
7.01E-06,3.10E-06,-3.91E-06,1.000007008,1.000003096,0.999996088,0.09912465,0.099123956,0.099124343,0.049584612,-0.049540039,0.049584244,-0.049539711,0.049582947,-0.049541396,,,,
4.05E-06,7.15E-06,3.10E-06,1.000004052,1.000007148,1.000003096,0.099128872,0.099128471,0.099128164,0.049588639,-0.049540234,0.049588309,-0.049540162,0.049586801,-0.049541363,,,,
6.78E-06,6.98E-06,2.02E-07,1.000006775,1.000006977,1.000000202,0.099129261,0.09912859,0.09912857,0.049588326,-0.049540936,0.049587997,-0.049540593,0.049586572,-0.049541998,,,,
7.00E-06,7.80E-06,7.92E-07,1.000007003,1.000007795,1.000000792,0.099114537,0.099113842,0.099113764,0.049584099,-0.049530438,0.049583791,-0.049530052,0.049582361,-0.049531403,,,,
5.50E-06,5.11E-06,-3.87E-07,1.000005497,1.00000511,0.999999613,0.09912734,0.099126795,0.099126834,0.049590304,-0.049537036,0.049589946,-0.04953685,0.049588685,-0.049538149,,,,
5.85E-06,7.29E-06,1.44E-06,1.000005848,1.000007293,1.000001445,0.099124304,0.099123724,0.099123581,0.049588011,-0.049536293,0.049587722,-0.049536003,0.049586191,-0.04953739,,,,
1.13E-05,1.00E-05,-1.24E-06,1.000011261,1.000010021,0.99999876,0.099120033,0.099118917,0.09911904,0.049587252,-0.049532781,0.049586815,-0.049532102,0.049585297,-0.049533743,,,,
5.42E-06,7.19E-06,1.78E-06,1.000005419,1.000007195,1.000001776,0.099127036,0.099126499,0.099126323,0.049587342,-0.049539694,0.049587235,-0.049539264,0.049585454,-0.049540869,,,,
6.58E-06,6.58E-06,-6.05E-09,1.000006582,1.000006576,0.999999994,0.099115484,0.099114831,0.099114832,0.04958632,-0.049529163,0.049586168,-0.049528663,0.049584467,-0.049530365,,,,
8.13E-06,7.57E-06,-5.64E-07,1.000008134,1.00000757,0.999999436,0.099118082,0.099117275,0.099117331,0.049590426,-0.049527656,0.049590226,-0.049527049,0.049588567,-0.049528764,,,,
7.35E-06,5.84E-06,-1.52E-06,1.000007355,1.000005835,0.999998481,0.099118575,0.099117846,0.099117997,0.049590081,-0.049528495,0.049589927,-0.049527919,0.049588265,-0.049529732,,,,
,,,,,,,,,,,,,,,,,,
Input voltage = 0.5,,,,,,,,,,,,,,,,,,
Running at a PLC of 1,,,,,,,,,,,,,,,,,,
GE1, GE2, GE3, ratio12, ratio13, ratio23, diff1, diff2, diff3, r11, r12, r21, r22, r31, r32,,,,
-8.67E-06,-1.34E-05,-4.72E-06,0.999991331,0.999986613,0.999995282,0.991747814,0.991756412,0.991761091,0.495948142,-0.495799672,0.49595201,-0.495804402,0.495951614,-0.495809477,Average,0.00%,0.00%,0.00%
-4.89E-06,-1.01E-05,-5.25E-06,0.999995113,0.999989861,0.999994749,0.991726757,0.991731604,0.991736812,0.495939951,-0.495786806,0.495940213,-0.495791391,0.495940699,-0.495796113,Max,0.00%,0.00%,0.00%
-1.69E-05,-1.16E-05,5.35E-06,0.99998309,0.999988442,1.000005352,0.991716326,0.991733096,0.991727788,0.495929975,-0.495786351,0.495943971,-0.495789125,0.49593389,-0.495793898,Min,0.00%,0.00%,0.00%
-8.14E-06,-2.02E-05,-1.20E-05,0.99999186,0.999979818,0.999987958,0.991746325,0.991754398,0.991766341,0.495934415,-0.49581191,0.49593877,-0.495815628,0.495946673,-0.495819668,Spread,0.01%,0.01%,0.01%
-4.23E-06,-6.67E-06,-2.44E-06,0.999995771,0.999993331,0.99999756,0.991731055,0.991735249,0.991737669,0.495939586,-0.495791469,0.495939365,-0.495795884,0.495937443,-0.495800226,,,,
-3.13E-06,4.09E-07,3.54E-06,0.999996873,1.000000409,1.000003536,0.991770297,0.991773398,0.991769891,0.495930407,-0.49583989,0.495943252,-0.495830146,0.495935575,-0.495834316,,,,
-6.84E-06,-1.10E-05,-4.21E-06,0.999993164,0.999988951,0.999995787,0.991735289,0.991742069,0.991746247,0.49593296,-0.495802329,0.495936528,-0.495805541,0.495936714,-0.495809533,,,,
-7.81E-06,-3.56E-05,-2.78E-05,0.99999219,0.999964369,0.999972179,0.991738008,0.991745754,0.991773346,0.495934666,-0.495803342,0.495937959,-0.495807795,0.495938829,-0.495834517,,,,
-2.01E-06,-8.28E-06,-6.26E-06,0.999997986,0.999991722,0.999993735,0.99174305,0.991745047,0.99175126,0.495938383,-0.495804667,0.495936404,-0.495808643,0.495936964,-0.495814296,,,,
1.98E-05,1.45E-05,-5.31E-06,1.000019836,1.000014523,0.999994687,0.99175563,0.991735958,0.991741227,0.495929472,-0.495826158,0.495931871,-0.495804087,0.495932201,-0.495809026,,,,
1.13E-05,1.37E-05,2.37E-06,1.000011344,1.00001371,1.000002367,0.991751294,0.991740044,0.991737697,0.495929333,-0.495821961,0.49593877,-0.495801274,0.495930789,-0.495806908,,,,
-1.87E-05,-1.36E-05,5.14E-06,0.999981304,0.999986439,1.000005135,0.99172596,0.991744502,0.991739409,0.495935375,-0.495790585,0.495948999,-0.495795503,0.495938528,-0.495800881,,,,
2.08E-05,1.60E-05,-4.78E-06,1.00002083,1.000016045,0.999995215,0.991758273,0.991737615,0.99174236,0.495935869,-0.495822404,0.495939288,-0.495798327,0.495940366,-0.495801994,,,,
2.10E-05,1.51E-05,-5.84E-06,1.000020982,1.000015144,0.999994162,0.991755741,0.991734932,0.991740722,0.495938168,-0.495817573,0.495940807,-0.495794125,0.495942787,-0.495797935,,,,
-8.14E-06,-2.07E-05,-1.25E-05,0.999991859,0.999979349,0.99998749,0.991726745,0.991734819,0.991747226,0.495937917,-0.495788828,0.495941644,-0.495793175,0.495948865,-0.495798361,,,,
-8.95E-06,-3.60E-05,-2.70E-05,0.999991051,0.999964036,0.999972985,0.991734552,0.991743427,0.99177022,0.495938281,-0.495796271,0.495942076,-0.495801351,0.495941704,-0.495828516,,,,
-7.87E-06,-3.87E-05,-3.08E-05,0.999992132,0.999961282,0.99996915,0.991731066,0.991738869,0.991769465,0.49593899,-0.495792076,0.495943262,-0.495795607,0.495944125,-0.49582534,,,,
